,query_name,time
0,q14.sql,6.622970104217529
1,q14.sql,6.496432781219482
2,q14.sql,6.8126749992370605
3,q14.sql,6.37286376953125
4,q14.sql,6.988548994064331
5,q14.sql,6.301329612731934
6,q14.sql,6.3496994972229
7,q14.sql,6.919269561767578
8,q14.sql,7.060525417327881
9,q14.sql,10.637943506240845
10,q14.sql,6.372040271759033
11,q14.sql,6.397484064102173
12,q14.sql,6.540815591812134
13,q14.sql,6.6285412311553955
14,q14.sql,6.710384368896484
15,q14.sql,7.710636377334595
16,q14.sql,7.8824782371521
17,q14.sql,6.93059778213501
18,q14.sql,6.581285238265991
19,q14.sql,6.506516695022583
20,q14.sql,6.986079931259155
21,q14.sql,6.705975294113159
22,q14.sql,6.636977434158325
23,q14.sql,6.889405727386475
24,q14.sql,7.4829185009002686
25,q14.sql,7.903187036514282
26,q14.sql,7.296475887298584
27,q14.sql,7.1525797843933105
28,q14.sql,6.486420631408691
29,q14.sql,9.206017017364502
30,q14.sql,9.336782693862915
31,q14.sql,7.0241241455078125
32,q14.sql,6.5018603801727295
33,q14.sql,7.093536138534546
34,q14.sql,6.483922004699707
35,q14.sql,6.976289987564087
36,q14.sql,7.374488115310669
37,q14.sql,6.727292060852051
38,q10.sql,0.26701927185058594
39,q10.sql,0.3021554946899414
40,q10.sql,0.3132505416870117
41,q10.sql,0.2971322536468506
42,q10.sql,0.2938406467437744
43,q10.sql,0.2766544818878174
44,q10.sql,0.3120274543762207
45,q10.sql,0.32266974449157715
46,q10.sql,0.29408860206604004
47,q10.sql,0.29963016510009766
48,q10.sql,0.33524346351623535
49,q10.sql,0.285858154296875
50,q10.sql,0.305788516998291
51,q10.sql,0.2755317687988281
52,q10.sql,0.23460054397583008
53,q10.sql,0.30380821228027344
54,q10.sql,0.3086252212524414
55,q10.sql,0.3229024410247803
56,q10.sql,0.3112325668334961
57,q10.sql,0.32213926315307617
58,q10.sql,0.30379772186279297
59,q10.sql,0.31148624420166016
60,q10.sql,0.30294251441955566
61,q10.sql,0.22433805465698242
62,q10.sql,0.23577141761779785
63,q10.sql,0.3180229663848877
64,q10.sql,0.270662784576416
65,q10.sql,0.27396678924560547
66,q10.sql,0.28748655319213867
67,q10.sql,0.2806696891784668
68,q10.sql,0.29082608222961426
69,q10.sql,0.3062422275543213
70,q10.sql,0.3055403232574463
71,q10.sql,0.3000156879425049
72,q10.sql,0.29331254959106445
73,q10.sql,0.29514026641845703
74,q10.sql,0.2822265625
75,q10.sql,0.3020164966583252
76,q11.sql,0.288205623626709
77,q11.sql,0.29372501373291016
78,q11.sql,0.2958824634552002
79,q11.sql,0.3066549301147461
80,q11.sql,0.2650423049926758
81,q11.sql,0.2980616092681885
82,q11.sql,0.20601606369018555
83,q11.sql,0.27306652069091797
